year,state_po,pres_is_dem,pres_share,dem_share,is_midterm_x,simulated,pres_share_lag4,swing,dem_v,rep_v,is_midterm_y,gas_1m_nat,gas_3m_nat,gas_6m_nat,gas_yoy_nat,gas_W_nat,gas_up_nat,gas_down_nat,gas_W_padd1,gas_3m_padd1,gas_6m_padd1,gas_W_padd2,gas_3m_padd2,gas_6m_padd2,gas_W_padd3,gas_3m_padd3,gas_6m_padd3,gas_W_padd4,gas_3m_padd4,gas_6m_padd4,gas_W_padd5,gas_3m_padd5,gas_6m_padd5,spr_drawdown_3m_mb,spr_big_release,car,commute_min,rural,vehicles_hh,gas_exposure_idx,padd,unemp_rate,income_growth,gas_W_padd,gas_3m_padd,gas_6m_padd,gasW_nat_x_exp,gas3m_nat_x_exp,gasyoy_x_exp,gasup_x_exp,gasdown_x_exp,gasW_padd_x_exp,gas3m_padd_x_exp,gas6m_padd_x_exp
1986,KS,0,0.6027280693955828,0.39727193060441723,1,0,0.5370673576795686,0.06566071171601418,312800.0,474570.0,1,1.0112896670181926,0.996666882063704,0.9683070161787384,0.010827095919767826,0.9813733653455925,0.01083205057687242,0.0,,,,,,,,,,,,,,,,-4.119999999999948,0.0,0.907,19.6,0.311,2.1,0.7101844733050493,2,7.562878760104791,2.444274621157429,,,,0.6969561265835633,0.7078173446989974,0.007689235413203562,0.0076927541337497955,0.0,,,
1988,KS,0,0.6065113484574574,0.39348865154254264,0,0,0.5547127752014468,0.05179857325601056,366757.0,565308.0,0,1.0921005388969864,1.103898087704506,1.087905527619594,0.045878071524640074,1.0944917906397,0.047905647895050585,0.0,,,,,,,,,,,,,,,,-4.353999999999928,0.0,0.907,19.6,0.311,2.1,0.7101844733050493,2,5.355362461044869,3.9590465355870696,,,,0.7772910758721556,0.7839712819988757,0.03258189406197789,0.03402184731868364,0.0,,,
1990,KS,0,0.49584363726242264,0.5041563627375774,1,0,0.6027280693955828,-0.10688443213316012,393671.0,387180.0,1,1.3392499999999998,1.2745613503088766,1.1781809175954556,0.22711545236517905,1.2240565473093878,0.24786939891744542,0.0,,,,,,,,,,,,,,,,-2.687999999999988,0.0,0.907,19.6,0.311,2.1,0.7101844733050493,2,5.8153525682994385,1.4523282748893198,,,,0.8693059543465148,0.9051736812640819,0.1612938679174027,0.17603299851862514,0.0,,,
1992,KS,0,0.5478343068606129,0.4521656931393871,0,0,0.6065113484574574,-0.058677041596844504,488381.0,591712.0,0,1.11525,1.118846153846154,1.1261923076923077,0.024575103353238426,1.1234338554296395,0.02675000000000005,0.0,1.1061084564058,1.103,1.1076153846153847,1.0982030315982603,1.0904615384615384,1.1031538461538462,1.1071694944684385,1.104076923076923,1.1097307692307692,1.1861965818847355,1.1857692307692307,1.1858076923076923,1.2425671774748754,1.2403846153846154,1.2429999999999999,-3.983000000000061,0.0,0.907,19.6,0.311,2.1,0.7101844733050493,2,7.900487396908166,0.946081216548958,1.0982030315982603,1.0904615384615384,1.1031538461538462,0.7978452809113594,0.794587166478611,0.017452856831336783,0.018997434660910105,0.0,0.7799267415776189,0.7744288533517214,0.7834427332052086
1994,KS,1,0.36490146758731384,0.36490146758731384,1,0,0.49584363726242264,-0.1309421696751088,298269.0,519127.0,1,1.11425,1.1348461538461538,1.1125769230769231,0.026012891344382894,1.12027994673853,0.028249999999999886,0.0,1.09736959005405,1.1140000000000003,1.0861153846153848,1.1083466265484814,1.1204615384615384,1.1051153846153845,1.099484280155522,1.1164615384615386,1.0892307692307692,1.1977816959818226,1.2233076923076924,1.1850769230769231,1.2143483173000258,1.227153846153846,1.203846153846154,-0.0030000000000427463,0.0,0.907,19.6,0.311,2.1,0.7101844733050493,2,5.030472281141335,5.68468900960866,1.1083466265484814,1.1204615384615384,1.1051153846153845,0.7956054239287117,0.8059501180514917,0.018473951538552042,0.020062711370867563,0.0,0.7871305652147614,0.7957343875508729,0.7848357873643839
1996,KS,1,0.4182378239004852,0.4182378239004852,0,0,0.5478343068606129,-0.12959648296012766,424984.0,591146.0,0,1.2125000000000001,1.2027692307692308,1.2181153846153847,0.13423760523854078,1.2118786216553061,0.14350000000000018,0.0,1.1984479962033494,1.1858461538461538,1.2068846153846153,1.1930051446155256,1.1873076923076924,1.1952307692307693,1.1880097624348296,1.1752307692307693,1.1973076923076924,1.2684744659539449,1.2659999999999998,1.2726923076923078,1.3559162463836714,1.3223076923076924,1.3883076923076925,9.253000000000043,1.0,0.907,19.6,0.311,2.1,0.7101844733050493,2,5.62814004598305,2.339195191707284,1.1930051446155256,1.1873076923076924,1.1952307692307693,0.8606573806299227,0.8541880326613654,0.09533346297406421,0.1019114719192747,0.0,0.8472537302789912,0.8432074881125721,0.8488343343241428
1998,KS,1,0.3769357185678071,0.3769357185678071,1,0,0.36490146758731384,0.012034250980493266,272252.0,450025.0,1,1.00375,1.002153846153846,1.0233076923076923,-0.14501703577512792,1.0146770154714897,0.0,-0.17025000000000023,0.9983346850397551,0.988230769230769,1.0047692307692306,1.0258264050313906,1.0089230769230768,1.0376153846153846,0.9683643102585713,0.957076923076923,0.9759230769230768,1.1091881249922615,1.1025384615384617,1.1152307692307692,1.151323959823419,1.139,1.162,0.0029999999999290594,0.0,0.907,19.6,0.311,2.1,0.7101844733050493,2,4.5222802956745545,2.5039673897853842,1.0258264050313906,1.0089230769230768,1.0376153846153846,0.7206078618073593,0.7117141014013985,-0.10298884717221872,0.0,-0.12090890658018481,0.7285259851596303,0.7165215039899251,0.7368983354162931
2000,KS,1,0.3335250646330954,0.3335250646330954,0,0,0.4182378239004852,-0.0847127592673898,328194.0,655822.0,0,1.5182499999999999,1.4973076923076922,1.517769230769231,0.2431934493346981,1.5119045269230031,0.29699999999999993,0.0,1.510243834565001,1.497,1.5156538461538462,1.5219541993983414,1.4904615384615383,1.5414615384615387,1.4526875617880703,1.4369999999999998,1.4608076923076925,1.5861403248140213,1.587923076923077,1.5755769230769232,1.7094251708693244,1.7376923076923079,1.6832307692307693,4.356999999999971,0.0,0.907,19.6,0.311,2.1,0.7101844733050493,2,4.619290264258164,5.928410276702499,1.5219541993983414,1.4904615384615383,1.5414615384615387,1.0737311201403328,1.0633646748371373,0.17271221172700077,0.2109247885715996,0.0,1.080868241494119,1.058502642673741,1.0947220508122988
2002,KS,0,0.6734527983998734,0.3265472016001266,1,0,0.3769357185678071,0.29651707983206627,259911.0,536026.0,1,1.4297499999999999,1.3868461538461538,1.3701153846153846,0.17966171617161675,1.3814328783450758,0.21774999999999967,0.0,1.3851086300450433,1.3927692307692305,1.3748461538461536,1.4160818879812591,1.4202307692307694,1.4031153846153848,1.3370129006179245,1.3434615384615383,1.3250384615384616,1.4399788720008364,1.4523846153846154,1.4280769230769235,1.5152803982008,1.5105384615384614,1.521846153846154,-10.552999999999997,0.0,0.907,19.6,0.311,2.1,0.7101844733050493,2,6.428340371380038,2.710524550032667,1.4160818879812591,1.4202307692307694,1.4031153846153848,0.9810721811137759,0.9849166053243641,0.1275929612724209,0.15464266906217425,0.0,1.0056793697727904,1.008625840817779,0.9964707604092887
2004,KS,0,0.6516181655149069,0.34838183448509313,0,0,0.3335250646330954,0.31809310088181153,386970.0,723794.0,0,1.97475,1.886538461538462,1.8991538461538462,0.3088649544324771,1.900073397353828,0.46599999999999997,0.0,1.9301048425654581,1.9094615384615379,1.9318846153846154,1.8951148841318899,1.8856923076923073,1.8929615384615386,1.8358039909381914,1.822692307692308,1.8344999999999998,1.9363125073295155,1.9225384615384615,1.9386153846153844,2.150742728434278,2.118153846153846,2.1530384615384617,-5.199000000000069,0.0,0.907,19.6,0.311,2.1,0.7101844733050493,2,4.155161454418905,3.054985663499711,1.8951148841318899,1.8856923076923073,1.8929615384615386,1.3494026249406639,1.3397903236774107,0.2193510949860168,0.33094596456015296,0.0,1.3458811658397658,1.3391893983538443,1.3443518931790237
2006,KS,0,0.5543636490926516,0.4456363509073484,1,0,0.6734527983998734,-0.11908914930722181,369191.0,459267.0,1,2.1935000000000002,2.453692307692308,2.661807692307692,-0.125311534243844,2.5500984908945767,0.0,-0.3142499999999999,2.5904444134096596,2.4925384615384614,2.7118076923076924,2.518594877785065,2.3960769230769228,2.6412692307692303,2.4825290440358545,2.380076923076923,2.602730769230769,2.6981636686267643,2.673769230769231,2.773230769230769,2.831365511272721,2.742,2.950269230769231,-0.6699999999999591,0.0,0.907,19.6,0.311,2.1,0.7101844733050493,2,3.602734573154599,2.7078687612589243,2.518594877785065,2.3960769230769228,2.6412692307692303,1.8110403536319661,1.7425741791911127,-0.088994305946012,0.0,-0.2231754707361117,1.7886669767485812,1.7016566276137675,1.8757883975106786
2008,KS,0,0.5948134368243745,0.40518656317562557,0,0,0.6516181655149069,-0.056804728690532436,470031.0,690005.0,0,2.72325,3.388846153846153,3.6617307692307697,-0.0459800315291643,3.4982563897968664,0.0,-0.13124999999999964,3.5358540662827487,3.4158461538461538,3.6937692307692305,3.4673318327702582,3.356307692307692,3.6454230769230764,3.408778832129459,3.2934615384615387,3.5762307692307687,3.5743921718887637,3.4852307692307694,3.717230769230769,3.7543610781342522,3.5979999999999994,3.9223461538461537,4.982000000000085,0.0,0.907,19.6,0.311,2.1,0.7101844733050493,2,4.6382177829174704,-3.0890905266216384,3.4673318327702582,3.356307692307692,3.6454230769230764,2.484407371673911,2.4067059208810724,-0.03265430447408911,0.0,-0.09321171212128747,2.4624452314297773,2.383597610711224,2.5889228678586873
2010,KS,1,0.34240121126395795,0.34240121126395795,1,0,0.5543636490926516,-0.21196243782869362,274992.0,528136.0,1,2.78,2.7128461538461535,2.7122307692307697,0.08329274232829986,2.7153096761567306,0.21374999999999966,0.0,2.7034299883182116,2.690923076923077,2.7041538461538464,2.727525348857341,2.7287692307692306,2.7198846153846157,2.6085332519811835,2.598692307692308,2.6133461538461544,2.797673834666797,2.8053076923076925,2.7997692307692312,3.0369871060541973,3.034461538461539,3.0381153846153848,0.03700000000003456,0.0,0.907,19.6,0.311,2.1,0.7101844733050493,2,10.27868853265629,-0.7325747537041032,2.727525348857341,2.7287692307692306,2.7198846153846157,1.9283707722214718,1.9266212169268593,0.05915321234055682,0.15180193116895405,0.0,1.9370461533044216,1.9379295389248705,1.93161982302743
2012,KS,1,0.20876446631343126,0.20876446631343126,0,0,0.5948134368243745,-0.3860489705109432,195505.0,740981.0,0,3.5452500000000002,3.687846153846153,3.583,0.041112987299023684,3.6061508700323803,0.14000000000000057,0.0,3.652879473362548,3.7458461538461543,3.613346153846154,3.6284406023597686,3.7084615384615387,3.618153846153846,3.4446682168398164,3.526923076923077,3.4217307692307695,3.6523538117382985,3.6697692307692305,3.645461538461539,4.039775826428676,4.104230769230769,4.014846153846154,0.9980000000000473,0.0,0.907,19.6,0.311,2.1,0.7101844733050493,2,8.089969226721863,1.901768869740352,3.6284406023597686,3.7084615384615387,3.618153846153846,2.5610323562924915,2.619051078399282,0.02919780523095432,0.09942582626270731,0.0,2.5768621781055283,2.6336918044643407,2.5695566835674075
2014,KS,1,0.36552284092429066,0.36552284092429066,1,0,0.34240121126395795,0.02312162966033271,311530.0,540756.0,1,3.04725,3.265769230769231,3.4225384615384615,-0.06597701149425284,3.337322552022478,0.0,-0.21524999999999972,3.379060421397325,3.2998461538461537,3.4645000000000006,3.333666974057329,3.2559230769230774,3.428576923076923,3.176073921115627,3.0996923076923077,3.2623461538461545,3.486591137189656,3.4784615384615383,3.5278846153846155,3.718446626595878,3.639307692307692,3.815692307692307,0.0049999999999954525,0.0,0.907,19.6,0.311,2.1,0.7101844733050493,2,7.00795144888022,3.1953701406345365,3.333666974057329,3.2559230769230774,3.428576923076923,2.3701146588571462,2.3192986010896823,-0.04685584915828713,0.0,-0.15286720787891167,2.367518524145342,2.3123060155063713,2.4349220963012312
2016,KS,1,0.3139073502161828,0.3139073502161828,0,0,0.20876446631343126,0.10514288390275156,317635.0,694240.0,0,2.17225,2.1655384615384614,2.1867692307692312,-0.0044683776351970295,2.1763215770315223,0.0,-0.009749999999999925,2.1980615716467478,2.188538461538462,2.2011538461538462,2.1681027822824035,2.1496153846153847,2.194692307692308,2.0162623349550235,2.0016153846153846,2.0234615384615386,2.2687778792283444,2.2584615384615385,2.273653846153846,2.6609580044743493,2.6401538461538463,2.6641538461538463,0.009000000000014552,0.0,0.907,19.6,0.311,2.1,0.7101844733050493,2,4.859894579507812,1.695173377484577,2.1681027822824035,2.1496153846153847,2.194692307692308,1.5455897929265459,1.537931791729519,-0.003173372417380464,0.0,-0.0069242986147241775,1.5397529325064407,1.526623469731508,1.558636400605105
2018,KS,0,0.5480794495752115,0.45192055042478857,1,0,0.36552284092429066,0.18255660865092083,464380.0,563190.0,1,2.74275,2.766153846153846,2.780615384615385,0.13138083943487677,2.7718986696061814,0.3185000000000002,0.0,2.783531916844845,2.7758461538461536,2.7951538461538465,2.749676776489787,2.7386153846153842,2.7656538461538465,2.5842309974492723,2.5669230769230773,2.601961538461538,2.9730447387766774,2.9831538461538463,2.9709230769230768,3.4049594472183906,3.393615384615385,3.399576923076923,5.312999999999988,1.0,0.907,19.6,0.311,2.1,0.7101844733050493,2,3.3142082213925566,2.95431459670258,2.749676776489787,2.7386153846153842,2.7656538461538465,1.9685593967292327,1.9644795123115055,0.0933046322564332,0.22619375474765838,0.0,1.9527777532705253,1.9449221245081816,1.9641244200748533
2020,KS,0,0.582000906120514,0.417999093879486,0,0,0.3139073502161828,0.2680935559043312,557258.0,775898.0,0,2.0555,2.082461538461539,2.0361153846153845,-0.1745808653749623,2.0582400697409793,0.0,-0.43474999999999975,2.0871893838772317,2.1155384615384616,2.061269230769231,2.0302616758357037,2.0423846153846155,2.018846153846154,1.818246388259445,1.8425384615384617,1.7946153846153847,2.2686630780307606,2.303,2.241076923076923,2.7834704216542483,2.822230769230769,2.7529230769230773,16.87099999999998,1.0,0.907,19.6,0.311,2.1,0.7101844733050493,2,9.317009023351474,-4.019054591199843,2.0302616758357037,2.0423846153846155,2.018846153846154,1.4617301398643454,1.4789318508703306,-0.12398461992545733,0.0,-0.30875269976937003,1.441860318924806,1.450469842363259,1.4337531924531555
2022,KS,1,0.42750698821677596,0.42750698821677596,1,0,0.5480794495752115,-0.12057246135843552,425322.0,569567.0,1,3.62475,3.635307692307692,4.0403076923076915,0.10865575776112557,3.8738986772873534,0.3552500000000003,0.0,3.82382877914787,3.5600769230769234,4.019576923076924,3.9388069790973996,3.6933846153846153,4.098346153846155,3.513940256088905,3.237846153846154,3.7161153846153847,4.158228866240334,3.934,4.312615384615385,5.230088761075263,5.0833076923076925,5.301615384615384,68.339,1.0,0.907,19.6,0.311,2.1,0.7101844733050493,2,1.9516964520678133,5.512568863303631,3.9388069790973996,3.6933846153846153,4.098346153846155,2.7511826917664464,2.5817390787633325,0.07716563209714598,0.25229303414161897,0.0,2.797279559900539,2.622984407789895,2.910581804691006
1976,KY,0,0.3818115754169873,0.6181884245830127,0,0,,,605680.0,374086.0,0,0.6625446938792028,0.6537463147199821,0.6432409306011186,0.030860181351207494,0.6477281449730842,0.019834163523119508,0.0,,,,,,,,,,,,,,,,,,0.901,23.3,0.411,2.1,1.164528115700468,2,7.47130813733855,6.200002990418675,,,,0.7542976361516653,0.761305964026986,0.03593754883909639,0.023097441074073317,0.0,,,
1978,KY,1,0.560578026360915,0.560578026360915,1,0,,,264798.0,207568.0,1,0.8693031056797943,0.8494588212214288,0.8379354040210495,0.10386909062851513,0.844906233086199,0.08179749196174457,0.0,,,,,,,,,,,,,,,,-7.048838340271487,0.0,0.901,23.3,0.411,2.1,1.164528115700468,2,7.767750322809411,3.4079831123060114,,,,0.9839170635594519,0.9892186804421312,0.12095847638914586,0.0952554791832346,0.0,,,
1980,KY,1,0.5798417432935633,0.5798417432935633,0,0,0.3818115754169873,0.198030167876576,610411.0,442309.0,0,1.2805956222503239,1.2358756106274376,1.1825130917444873,0.2857125495190298,1.2103020753581832,0.28457545994469824,0.0,,,,,,,,,,,,,,,,-17.262120550021706,0.0,0.901,23.3,0.411,2.1,1.164528115700468,2,7.5295472747682,-0.36002236918235114,,,,1.4094307952452312,1.4392118960841354,0.33272029692337246,0.3313961241439935,0.0,,,
1982,KY,0,0.40417624178606126,0.5958237582139387,1,0,0.560578026360915,-0.15640178457485376,413286.0,280352.0,1,1.2264370400705893,1.2630051426220712,1.258107679548761,-0.09526084504710253,1.2556295072510915,0.0,-0.1291327209556592,,,,,,,,,,,,,,,,62.13425872740373,1.0,0.901,23.3,0.411,2.1,1.164528115700468,2,10.432210382580429,-3.1456285907009836,,,,1.4622158640970209,1.4708049988576815,-0.11093393238273658,0.0,-0.15037868420976816,,,
1984,KY,0,0.44610016001376607,0.5538998399862339,0,0,0.5798417432935633,-0.13374158327979724,656661.0,528862.0,0,1.0416121602347792,1.0553137359739488,1.0479439422796537,-0.07414451062033622,1.0485242589049686,0.0,-0.08341455525477737,,,,,,,,,,,,,,,,-12.194000000000017,0.0,0.901,23.3,0.411,2.1,1.164528115700468,2,8.643111157188924,4.539359313916015,,,,1.2210359794888328,1.228942516426564,-0.08634336724223349,0.0,-0.09713859485283846,,,
1986,KY,0,0.40288818673307936,0.5971118132669206,1,0,0.40417624178606126,-0.0012880550529819068,374742.0,252849.0,1,1.0112896670181926,0.996666882063704,0.9683070161787384,0.010827095919767826,0.9813733653455925,0.01083205057687242,0.0,,,,,,,,,,,,,,,,-4.119999999999948,0.0,0.901,23.3,0.411,2.1,1.164528115700468,2,5.534979979608903,1.2231153812627467,,,,1.14283687594453,1.160646606150706,0.012608457609955452,0.012614227447457408,0.0,,,
1988,KY,0,0.513706534540285,0.48629346545971497,0,0,0.44610016001376607,0.06760637452651896,534313.0,564433.0,0,1.0921005388969864,1.103898087704506,1.087905527619594,0.045878071524640074,1.0944917906397,0.047905647895050585,0.0,,,,,,,,,,,,,,,,-4.353999999999928,0.0,0.901,23.3,0.411,2.1,1.164528115700468,2,4.886796262184524,3.0241602377831707,,,,1.274566462603281,1.2855203599998783,0.05342630418456041,0.055787473874633356,0.0,,,
1990,KY,0,0.5292670615201638,0.4707329384798362,1,0,0.40288818673307936,0.12637887478708443,353439.0,397388.0,1,1.3392499999999998,1.2745613503088766,1.1781809175954556,0.22711545236517905,1.2240565473093878,0.24786939891744542,0.0,,,,,,,,,,,,,,,,-2.687999999999988,0.0,0.901,23.3,0.411,2.1,1.164528115700468,2,4.975288193671497,0.9202893307969698,,,,1.4254482645490223,1.4842625276198402,0.2644823297892814,0.28865088406114037,0.0,,,
1992,KY,0,0.46926972534272415,0.5307302746572758,0,0,0.513706534540285,-0.04443680919756088,721747.0,638166.0,0,1.11525,1.118846153846154,1.1261923076923077,0.024575103353238426,1.1234338554296395,0.02675000000000005,0.0,1.1061084564058,1.103,1.1076153846153847,1.0982030315982603,1.0904615384615384,1.1031538461538462,1.1071694944684385,1.104076923076923,1.1097307692307692,1.1861965818847355,1.1857692307692307,1.1858076923076923,1.2425671774748754,1.2403846153846154,1.2429999999999999,-3.983000000000061,0.0,0.901,23.3,0.411,2.1,1.164528115700468,2,6.069081404947971,1.6158568938087492,1.0982030315982603,1.0904615384615384,1.1031538461538462,1.3082703107775902,1.3029278032971778,0.028618398801091,0.03115112709498758,0.0,1.2788883070436636,1.2698731206284488,1.2846536697892625
1994,KY,1,0.412216617949932,0.412216617949932,1,0,0.5292670615201638,-0.11705044357023181,316037.0,450640.0,1,1.11425,1.1348461538461538,1.1125769230769231,0.026012891344382894,1.12027994673853,0.028249999999999886,0.0,1.09736959005405,1.1140000000000003,1.0861153846153848,1.1083466265484814,1.1204615384615384,1.1051153846153845,1.099484280155522,1.1164615384615386,1.0892307692307692,1.1977816959818226,1.2233076923076924,1.1850769230769231,1.2143483173000258,1.227153846153846,1.203846153846154,-0.0030000000000427463,0.0,0.901,23.3,0.411,2.1,1.164528115700468,2,5.313030284980267,0.7644564274726746,1.1083466265484814,1.1204615384615384,1.1051153846153845,1.304597495432441,1.321560253148385,0.03029274334119523,0.03289791926853809,0.0,1.2907008085574734,1.304808964099463,1.2869379364777518
1996,KY,1,0.4098233683581414,0.4098233683581414,0,0,0.46926972534272415,-0.05944635698458273,507431.0,730739.0,0,1.2125000000000001,1.2027692307692308,1.2181153846153847,0.13423760523854078,1.2118786216553061,0.14350000000000018,0.0,1.1984479962033494,1.1858461538461538,1.2068846153846153,1.1930051446155256,1.1873076923076924,1.1952307692307693,1.1880097624348296,1.1752307692307693,1.1973076923076924,1.2684744659539449,1.2659999999999998,1.2726923076923078,1.3559162463836714,1.3223076923076924,1.3883076923076925,9.253000000000043,1.0,0.901,23.3,0.411,2.1,1.164528115700468,2,7.174167782433187,3.727490862263834,1.1930051446155256,1.1873076923076924,1.1952307692307693,1.4112667277339341,1.4006585859301939,0.15632346548458118,0.1671097846030174,0.0,1.3892880330800825,1.3826531896797483,1.3918798355195288
1998,KY,1,0.41728184804113017,0.41728184804113017,1,0,0.412216617949932,0.005065230091198192,456218.0,637091.0,1,1.00375,1.002153846153846,1.0233076923076923,-0.14501703577512792,1.0146770154714897,0.0,-0.17025000000000023,0.9983346850397551,0.988230769230769,1.0047692307692306,1.0258264050313906,1.0089230769230768,1.0376153846153846,0.9683643102585713,0.957076923076923,0.9759230769230768,1.1091881249922615,1.1025384615384617,1.1152307692307692,1.151323959823419,1.139,1.162,0.0029999999999290594,0.0,0.901,23.3,0.411,2.1,1.164528115700468,2,5.861528611477407,5.964948947980005,1.0258264050313906,1.0089230769230768,1.0376153846153846,1.1816199128715885,1.167036330103515,-0.16887641541567708,0.0,-0.19826091169800497,1.1946036904869903,1.174919289655949,1.2083322886679704
2000,KY,1,0.4051095180025197,0.4051095180025197,0,0,0.4098233683581414,-0.004713850355621718,561752.0,824915.0,0,1.5182499999999999,1.4973076923076922,1.517769230769231,0.2431934493346981,1.5119045269230031,0.29699999999999993,0.0,1.510243834565001,1.497,1.5156538461538462,1.5219541993983414,1.4904615384615383,1.5414615384615387,1.4526875617880703,1.4369999999999998,1.4608076923076925,1.5861403248140213,1.587923076923077,1.5755769230769232,1.7094251708693244,1.7376923076923079,1.6832307692307693,4.356999999999971,0.0,0.901,23.3,0.411,2.1,1.164528115700468,2,3.1020603820524997,6.347627517021311,1.5219541993983414,1.4904615384615383,1.5414615384615387,1.7606553298566525,1.7436569055468931,0.2832056093044332,0.34586485036303893,0.0,1.772358456007765,1.735684366908636,1.7950753008093603
2002,KY,0,0.6641181335089359,0.33588186649106416,1,0,0.41728184804113017,0.24683628546780573,350924.0,693860.0,1,1.4297499999999999,1.3868461538461538,1.3701153846153846,0.17966171617161675,1.3814328783450758,0.21774999999999967,0.0,1.3851086300450433,1.3927692307692305,1.3748461538461536,1.4160818879812591,1.4202307692307694,1.4031153846153848,1.3370129006179245,1.3434615384615383,1.3250384615384616,1.4399788720008364,1.4523846153846154,1.4280769230769235,1.5152803982008,1.5105384615384614,1.521846153846154,-10.552999999999997,0.0,0.901,23.3,0.411,2.1,1.164528115700468,2,6.416483835319577,-0.08700552319992716,1.4160818879812591,1.4202307692307694,1.4031153846153848,1.608717426785865,1.615021338304903,0.20922111979684516,0.25357599719377655,0.0,1.649067172688377,1.6538986615521343,1.6339673149564915
2004,KY,0,0.6282195837635168,0.37178041623648317,0,0,0.4051095180025197,0.22311006576099712,602085.0,1017379.0,0,1.97475,1.886538461538462,1.8991538461538462,0.3088649544324771,1.900073397353828,0.46599999999999997,0.0,1.9301048425654581,1.9094615384615379,1.9318846153846154,1.8951148841318899,1.8856923076923073,1.8929615384615386,1.8358039909381914,1.822692307692308,1.8344999999999998,1.9363125073295155,1.9225384615384615,1.9386153846153844,2.150742728434278,2.118153846153846,2.1530384615384617,-5.199000000000069,0.0,0.901,23.3,0.411,2.1,1.164528115700468,2,6.175017252931857,1.7648338351191315,1.8951148841318899,1.8856923076923073,1.8929615384615386,2.21268889311304,2.196927079811845,0.35968192339116345,0.5426701019164181,0.0,2.2069145650540207,2.19594170986779,2.204406933478075
2006,KY,0,0.5041437886844944,0.4958562113155056,1,0,0.6641181335089359,-0.1599743448244415,601723.0,611780.0,1,2.1935000000000002,2.453692307692308,2.661807692307692,-0.125311534243844,2.5500984908945767,0.0,-0.3142499999999999,2.5904444134096596,2.4925384615384614,2.7118076923076924,2.518594877785065,2.3960769230769228,2.6412692307692303,2.4825290440358545,2.380076923076923,2.602730769230769,2.6981636686267643,2.673769230769231,2.773230769230769,2.831365511272721,2.742,2.950269230769231,-0.6699999999999591,0.0,0.901,23.3,0.411,2.1,1.164528115700468,2,4.381091588431846,2.473859118077972,2.518594877785065,2.3960769230769228,2.6412692307692303,2.969661390452069,2.8573936795856563,-0.14592880484851833,0.0,-0.365952960358872,2.9329745472398923,2.790298944304144,3.0758322803653164
2008,KY,0,0.5565060641776844,0.44349393582231555,0,0,0.6282195837635168,-0.07171351958583239,761209.0,955182.0,0,2.72325,3.388846153846153,3.6617307692307697,-0.0459800315291643,3.4982563897968664,0.0,-0.13124999999999964,3.5358540662827487,3.4158461538461538,3.6937692307692305,3.4673318327702582,3.356307692307692,3.6454230769230764,3.408778832129459,3.2934615384615387,3.5762307692307687,3.5743921718887637,3.4852307692307694,3.717230769230769,3.7543610781342522,3.5979999999999994,3.9223461538461537,4.982000000000085,0.0,0.901,23.3,0.411,2.1,1.164528115700468,2,4.6134896270571,0.12385178753718246,3.4673318327702582,3.356307692307692,3.6454230769230764,4.073817921847267,3.9464066259372395,-0.05354503947650582,0.0,-0.15284431518568603,4.0378054057242,3.9085146726340634,4.245197666700233
2010,KY,1,0.37486007131180554,0.37486007131180554,1,0,0.5041437886844944,-0.12928371737268884,506319.0,844369.0,1,2.78,2.7128461538461535,2.7122307692307697,0.08329274232829986,2.7153096761567306,0.21374999999999966,0.0,2.7034299883182116,2.690923076923077,2.7041538461538464,2.727525348857341,2.7287692307692306,2.7198846153846157,2.6085332519811835,2.598692307692308,2.6133461538461544,2.797673834666797,2.8053076923076925,2.7997692307692312,3.0369871060541973,3.034461538461539,3.0381153846153848,0.03700000000003456,0.0,0.901,23.3,0.411,2.1,1.164528115700468,2,9.459814542663343,1.116910725294828,2.727525348857341,2.7287692307692306,2.7198846153846157,3.162054460718046,3.1591856197237234,0.09699674027509966,0.24891788473097468,0.0,3.1762799550301013,3.177728490489108,3.167382106076539
2012,KY,1,0.39989114222408584,0.39989114222408584,0,0,0.5565060641776844,-0.1566149219535986,684744.0,1027582.0,0,3.5452500000000002,3.687846153846153,3.583,0.041112987299023684,3.6061508700323803,0.14000000000000057,0.0,3.652879473362548,3.7458461538461543,3.613346153846154,3.6284406023597686,3.7084615384615387,3.618153846153846,3.4446682168398164,3.526923076923077,3.4217307692307695,3.6523538117382985,3.6697692307692305,3.645461538461539,4.039775826428676,4.104230769230769,4.014846153846154,0.9980000000000473,0.0,0.901,23.3,0.411,2.1,1.164528115700468,2,6.468042843007824,2.933503348993161,3.6284406023597686,3.7084615384615387,3.618153846153846,4.199464077610411,4.294600532531679,0.04787722963014933,0.1630339361980662,0.0,4.225421097597093,4.3186077275322745,4.21344188077594
2014,KY,1,0.3641855418301909,0.3641855418301909,1,0,0.37486007131180554,-0.010674529481614625,508151.0,887157.0,1,3.04725,3.265769230769231,3.4225384615384615,-0.06597701149425284,3.337322552022478,0.0,-0.21524999999999972,3.379060421397325,3.2998461538461537,3.4645000000000006,3.333666974057329,3.2559230769230774,3.428576923076923,3.176073921115627,3.0996923076923077,3.2623461538461545,3.486591137189656,3.4784615384615383,3.5278846153846155,3.718446626595878,3.639307692307692,3.815692307692307,0.0049999999999954525,0.0,0.901,23.3,0.411,2.1,1.164528115700468,2,5.996201861334617,5.219743047921025,3.333666974057329,3.2559230769230774,3.428576923076923,3.8864059429914137,3.8030800886202596,-0.07683208487495038,0.0,-0.25066467690452543,3.8821489196718626,3.7916139656349017,3.992674223764878
